title	year	Director1	Genre1	Genre2	Genre3	stars
Is Anybody There? (2008)	2008	John Crowley	Drama	None	None	7
Carla's Song (1996)	1996	Ken Loach	War	Romance	Drama	7
Hitch (2005/I)	2005	Andy Tennant	Romance	Comedy	None	7
Panic Room (2002)	2002	David Fincher	Thriller	Drama	Crime	7
Drishyam (2013)	2013	Jeethu Joseph	Thriller	Drama	Crime	9
Surviving Christmas (2004)	2004	Mike Mitchell	Romance	Comedy	None	5
The Belly of an Architect (1987)	1987	Peter Greenaway	Drama	None	None	7
A Good Woman (2004)	2004	Mike Barker	Romance	Comedy	Drama	6
Beautiful Creatures (2013)	2013	Richard LaGravenese	Romance	Fantasy	Drama	6
Tim and Eric's Billion Dollar Movie (2012)	2012	Tim Heidecker	Comedy	None	None	5
18-Year-Old Virgin (2009) (V)	2009	Tamara Olson	Comedy	None	None	3
Korengal (2014)	2014	Sebastian Junger	News	History	Documentary	7
Watch Dogs (2014) (VG)	2014	Kun Chang	Sci-Fi	Crime	Action	8
A Crude Awakening: The Oil Crash (2006) (V)	2006	Basil Gelpke	War	Documentary	None	8
Shrek (2001)	2001	Andrew Adamson	Comedy	Adventure	Animation	8
Bringing Out the Dead (1999)	1999	Martin Scorsese	Thriller	Drama	None	7
The Whole Truth (2016)	2016	Courtney Hunt	Thriller	Drama	None	6
Eight Crazy Nights (2002)	2002	Seth Kearsley	Musical	Comedy	Animation	5
The Haunting in Connecticut (2009)	2009	Peter Cornwell	Mystery	Horror	Drama	6
A Prayer for the Dying (1987)	1987	Mike Hodges	Drama	Crime	Action	6
Aurora (2012)	2012	Janus Victoria	Drama	Short	None	6
Police Academy: Mission to Moscow (1994)	1994	Alan Metter	Crime	Comedy	None	3
18 Again! (1988)	1988	Paul Flaherty	Romance	Fantasy	Comedy	6
8213: Gacy House (2010) (V)	2010	Anthony Fankhauser	Mystery	Horror	Crime	3
Home (2008/II)	2008	Ursula Meier	Drama	None	None	7
Star Wars: Battlefront (2004) (VG)	2004	Eric 'Giz' Gewirtz	Sci-Fi	Adventure	Action	8
America America (1963)	1963	Elia Kazan	Drama	None	None	8
The Thing with Two Heads (1972)	1972	Lee Frost	Sci-Fi	Comedy	None	4
Hop (2011)	2011	Tim Hill	Comedy	Adventure	Animation	6
Killer Legends (2014)	2014	Joshua Zeman	History	Crime	Documentary	6
Flashdance (1983)	1983	Adrian Lyne	Romance	Music	Drama	6
Dungeons & Dragons (2000)	2000	Courtney Solomon	Comedy	Adventure	Action	4
Ordinary People (1980)	1980	Robert Redford	Drama	None	None	8
King Ralph (1991)	1991	David S. Ward	Romance	Comedy	None	5
Rebelle (2012)	2012	José Sourillan	Documentary	None	None	7
Shrek Forever After (2010)	2010	Mike Mitchell	Comedy	Adventure	Animation	6
For Whom the Bell Tolls (1943)	1943	Sam Wood	History	Drama	Adventure	7
Doug's 1st Movie (1999)	1999	Maurice Joyce	Comedy	Animation	Family	5
Screamers (1995)	1995	Christian Duguay	Thriller	Sci-Fi	None	6
Already Dead (2007)	2007	Joe Otting	Thriller	Crime	Action	6
The Man Who Knew Too Little (1997)	1997	Jon Amiel	Crime	Comedy	Action	7
Sen Kimsin? (2012)	2012	Ozan Aciktan	Comedy	None	None	5
Charlotte's Web (1973)	1973	Charles A. Nichols	Musical	Family	Animation	7
Volver (2006/I)	2006	Pedro Almodóvar	Drama	Crime	Comedy	8
Kaw (2007)	2007	Sheldon Wilson	Thriller	Sci-Fi	Horror	4
The Cutting Edge (1992)	1992	Paul Michael Glaser	Sport	Romance	Drama	7
Oscar (1967)	1967	Édouard Molinaro	Comedy	None	None	8
Igby Goes Down (2002)	2002	Burr Steers	Drama	Comedy	None	7
The Filth and the Fury (2000)	2000	Julien Temple	Music	Biography	Documentary	8
Fatso (2008)	2008	Arild Fröhlich	Drama	Comedy	None	6
Revenge of the Nerds (1984)	1984	Jeff Kanew	Comedy	None	None	7
Samson and Delilah (1949)	1949	Cecil B. DeMille	History	Drama	Adventure	7
Pursuit to Algiers (1945)	1945	Roy William Neill	Mystery	Crime	Adventure	7
The Hard Corps (2006) (V)	2006	Sheldon Lettich	Thriller	Action	None	5
Comic Book Villains (2002) (V)	2002	James Robinson	Comedy	None	None	6
Padre padrone (1977)	1977	Paolo Taviani	Drama	Biography	None	7
House of Usher (1960)	1960	Roger Corman	Horror	None	None	7
Vamps (2012)	2012	Amy Heckerling	Romance	Horror	Comedy	5
Sixteen Candles (1984)	1984	John Hughes	Romance	Comedy	None	7
6 Souls (2010)	2010	Måns Mårlind	Thriller	Mystery	Horror	6
Kingdom of the Spiders (1977)	1977	John 'Bud' Cardos	Sci-Fi	Horror	None	6
Fired Up! (2009)	2009	Will Gluck	Comedy	None	None	6
Across the Universe (2007)	2007	Julie Taymor	Musical	Fantasy	Drama	7
Bhoothnath Returns (2014)	2014	Nitesh Tiwari	Fantasy	Drama	Comedy	7
Surrogates (2009)	2009	Jonathan Mostow	Thriller	Sci-Fi	Action	6
Jack Ryan: Shadow Recruit (2014)	2014	Kenneth Branagh	Thriller	Drama	Action	6
Boyz n the Hood (1991)	1991	John Singleton	Drama	Crime	None	8
Their Eyes Were Watching God (2005) (TV)	2005	Darnell Martin	Romance	Drama	None	7
Sherlock Holmes (2009)	2009	Guy Ritchie	Crime	Adventure	Action	8
Three Seasons (1999)	1999	Tony Bui	Drama	None	None	7
Nicholas Nickleby (2002)	2002	Douglas McGrath	Romance	Drama	None	7
Pontypool (2008)	2008	Bruce McDonald	Horror	Fantasy	None	7
The Raven (1935)	1935	Lew Landers	Horror	Crime	None	7
Les chevaliers du ciel (2005)	2005	David Dessites	Short	Documentary	None	6
W.E. (2011)	2011	Madonna	Romance	History	Drama	6
In Enemy Hands (2004)	2004	Tony Giglio	War	Thriller	Drama	6
The Video Dead (1987) (V)	1987	Robert Scott	Horror	Comedy	None	5
The Russia House (1990)	1990	Fred Schepisi	Thriller	Romance	Drama	6
State Property (2002)	2002	Abdul Malik Abbott	Action	Crime	Drama	4
Superman/Batman: Public Enemies (2009) (V)	2009	Sam Liu	Drama	Action	Animation	7
A Complete History of My Sexual Failures (2008)	2008	Chris Waitt	Comedy	Documentary	None	6
Drowning Mona (2000)	2000	Nick Gomez	Comedy	Mystery	Crime	6
Searching for Bobby Fischer (1993)	1993	Steven Zaillian	Drama	Biography	None	8
In the Line of Fire (1993)	1993	Wolfgang Petersen	Thriller	Drama	Action	7
Blind Horizon (2003)	2003	Michael Haussman	Thriller	Mystery	Drama	6
The Puppet Masters (1994)	1994	Stuart Orme	Thriller	Sci-Fi	Horror	6
9/11 (2002) (TV)	2002	James Hanlon	Documentary	None	None	8
The Fighting Kentuckian (1949)	1949	George Waggner	War	Romance	Adventure	6
Kid Galahad (1937)	1937	Michael Curtiz	Romance	Drama	Crime	7
Trespass (1992)	1992	Walter Hill	Thriller	Action	None	6
The Shepherd (2008) (V)	2008	Isaac Florentine	Thriller	Crime	Action	6
Banana Joe (1982)	1982	Steno	Comedy	Action	None	6
The Avengers (2012)	2012	Joss Whedon	Sci-Fi	Adventure	Action	8
Romanzo criminale (2005)	2005	Michele Placido	Drama	Crime	None	7
Tomorrowland (2015)	2015	Brad Bird	Family	Adventure	Action	6
Dilwale Dulhania Le Jayenge (1995)	1995	Aditya Chopra	Musical	Drama	Comedy	8
Radio (2003)	2003	Michael Tollin	Sport	Drama	Biography	7
Where the #$&% Is Santa? (2008) (V)	2008	Joe DeVito	Comedy	None	None	5
The Cry of the Owl (2009)	2009	Jamie Thraves	Thriller	Drama	None	6
Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean (1982)	1982	Robert Altman	Drama	Comedy	None	8
The Batman Superman Movie: World's Finest (1997) (TV)	1997	Toshihiko Masuda	Adventure	Action	Animation	8
The Bunker (2001)	2001	Rob Green	Mystery	Horror	Drama	6
The Counselor (2013)	2013	Ridley Scott	Thriller	Drama	Crime	5
The War Room (1993)	1993	Chris Hegedus	History	Documentary	None	7
Raid (2003)	2003	Tapio Piirainen	Thriller	Crime	Action	7
Bloody Sunday (2002)	2002	Paul Greengrass	War	History	Drama	8
Smilla's Sense of Snow (1997)	1997	Bille August	Sci-Fi	Drama	Action	6
'71 (2014)	2014	Yann Demange	Thriller	Drama	Action	7
The Paper Brigade (1996) (V)	1996	Blair Treu	Drama	Comedy	Adventure	7
Ratatouille (2007)	2007	Brad Bird	Family	Comedy	Animation	8
Two for the Road (1967)	1967	Stanley Donen	Romance	Comedy	Drama	8
Knucklehead (2010)	2010	Michael W. Watkins	Drama	Comedy	Action	5
Terri (2011)	2011	Azazel Jacobs	Drama	Comedy	None	6
Things Are Tough All Over (1982)	1982	Thomas K. Avildsen	Action	Comedy	None	6
The Furies (1950)	1950	Anthony Mann	Western	Romance	Drama	7
Goats (2012)	2012	Christopher Neil	Comedy	None	None	6
Umrao Jaan (2006)	2006	J.P. Dutta	Romance	Drama	None	6
This Land Is Mine (1943)	1943	Jean Renoir	War	Drama	None	8
Mammoth (2009)	2009	Lukas Moodysson	Drama	None	None	7
On a Clear Day You Can See Forever (1970)	1970	Vincente Minnelli	Fantasy	Drama	Comedy	7
The Cat's Meow (2001)	2001	Peter Bogdanovich	Romance	Drama	None	6
Decoding Annie Parker (2013)	2013	Steven Bernstein	Drama	None	None	6
Lethal Weapon 4 (1998)	1998	Richard Donner	Thriller	Crime	Action	7
The Air Up There (1994)	1994	Paul Michael Glaser	Sport	Family	Comedy	6
Horsemen (2009)	2009	Jonas Åkerlund	Mystery	Drama	Crime	6
The Railway Children (1970)	1970	Lionel Jeffries	Drama	Family	None	7
Alone with Her (2006)	2006	Eric Nicholas	Thriller	Drama	Crime	6
La Luna (2011)	2011	Enrico Casarosa	Short	Animation	None	8
Dark City (1998)	1998	Alex Proyas	Fantasy	Drama	Action	8
Get Over It (2001)	2001	Tommy O'Haver	Romance	Comedy	None	6
Whisper (2007/I)	2007	Stewart Hendler	Horror	Drama	Crime	6
The Hurt Locker (2008)	2008	Kathryn Bigelow	Thriller	History	Drama	8
All the King's Men (2006)	2006	Steven Zaillian	Thriller	Drama	None	6
Hideous Kinky (1998)	1998	Gillies MacKinnon	Romance	Drama	None	6
The Sitter (2011)	2011	David Gordon Green	Comedy	None	None	6
Miss Conception (2008)	2008	Eric Styles	Romance	Comedy	None	5
The Music Man (2003) (TV)	2003	Jeff Bleckner	Musical	Family	Comedy	6
Bad Ass 2: Bad Asses (2014) (V)	2014	Craig Moss	Drama	Comedy	Action	6
Outpost: Rise of the Spetsnaz (2013)	2013	Kieran Parker	Sci-Fi	Horror	Action	5
American High School (2009) (V)	2009	Sean Patrick Cannon	Comedy	None	None	2
The Private Life of Henry VIII. (1933)	1933	Alexander Korda	Drama	Comedy	Biography	7
Gantz: Perfect Answer (2011)	2011	Shinsuke Sato	Mystery	Horror	Action	6
127 Hours (2010)	2010	Danny Boyle	Drama	Biography	Adventure	8
The Mambo Kings (1992)	1992	Arne Glimcher	Music	Drama	None	6
Green Zone (2010)	2010	Paul Greengrass	Thriller	Drama	Action	7
The Hangover Part III (2013)	2013	Todd Phillips	Crime	Comedy	None	6
Ex Machina (2015)	2015	Alex Garland	Sci-Fi	Mystery	Drama	8
Last Night (2010/I)	2010	Massy Tadjedin	Romance	Drama	None	7
Unconditional Love (2002)	2002	P.J. Hogan	Musical	Drama	Comedy	7
Perfume: The Story of a Murderer (2006)	2006	Tom Tykwer	Fantasy	Drama	Crime	8
A Midsummer Night's Dream (1999)	1999	Michael Hoffman	Romance	Fantasy	Comedy	6
A Room with a View (1985)	1985	James Ivory	Romance	Drama	None	7
Stargate SG-1: Children of the Gods - Final Cut (2009) (V)	2009	Mario Azzopardi	Drama	Adventure	Action	8
There's No Business Like Show Business (1954)	1954	Walter Lang	Musical	Drama	Comedy	6
The Hot Rock (1972)	1972	Peter Yates	Crime	Comedy	Action	7
Cuba (1979)	1979	Richard Lester	Thriller	Romance	Adventure	6
Valami Amerika 2 (2008)	2008	Gábor Herendi	Comedy	None	None	7
Carlito's Way: Rise to Power (2005) (V)	2005	Michael Bregman	Drama	Crime	Action	5
The Spiderwick Chronicles (2008)	2008	Mark Waters	Fantasy	Family	Adventure	7
Hum Tumhare Hain Sanam (2002)	2002	K.S. Adiyaman	Romance	Drama	None	5
The Salton Sea (2002)	2002	D.J. Caruso	Mystery	Drama	Crime	7
Blue Velvet (1986)	1986	David Lynch	Thriller	Mystery	Drama	8
200 Motels (1971)	1971	Tony Palmer	Music	Fantasy	Comedy	6
My Life Without Me (2003)	2003	Isabel Coixet	Romance	Drama	None	8
Daltry Calhoun (2005)	2005	Katrina Holden Bronson	Music	Drama	Comedy	5
Darling Companion (2012)	2012	Lawrence Kasdan	Romance	Drama	Comedy	5
Girls Just Want to Have Fun (1985)	1985	Alan Metter	Romance	Music	Comedy	6
Straight Story (2006)	2006	Vladimiros Kiriakidis	Romance	Fantasy	Comedy	6
Targets (1968)	1968	Peter Bogdanovich	Thriller	None	None	7
Dagon (2001)	2001	Stuart Gordon	Mystery	Horror	Fantasy	6
Joe Dirt (2001)	2001	Dennie Gordon	Drama	Comedy	Adventure	6
Hemlock Society (2012)	2012	Srijit Mukherji	Romance	Drama	Comedy	7
The Muse (1999)	1999	Albert Brooks	Comedy	None	None	6
Lost in Space (1998)	1998	Stephen Hopkins	Family	Adventure	Action	5
The Killer Shrews (1959)	1959	Ray Kellogg	Sci-Fi	Horror	None	4
Hitman (2007/I)	2007	Xavier Gens	Drama	Crime	Action	6
Antiviral (2012)	2012	Brandon Cronenberg	Thriller	Sci-Fi	Horror	6
Dead Rising (2015)	2015	Zach Lipovsky	Sci-Fi	Horror	Action	5
Love and Other Disasters (2006)	2006	Alek Keshishian	Romance	Comedy	None	6
Cannonball Run II (1984)	1984	Hal Needham	Comedy	Action	None	5
Wake Up, Ron Burgundy: The Lost Movie (2004) (V)	2004	Adam McKay	Comedy	None	None	6
Komodo (1999)	1999	Michael Lantieri	Thriller	Sci-Fi	Horror	4
The Philadelphia Experiment (2012) (TV)	2012	Paul Ziller	Sci-Fi	Mystery	Adventure	4
Cristiano Ronaldo: World at His Feet (2014)	2014	Tara Pirnia	Sport	Biography	Documentary	6
Play (2011/I)	2011	Ruben Östlund	Drama	None	None	7
The Possession of Michael King (2014)	2014	David Jung	Horror	None	None	6
Mary and Martha (2013) (TV)	2013	Phillip Noyce	Drama	None	None	7
The Water Diviner (2014)	2014	Russell Crowe	War	Drama	None	7
Last Embrace (1979)	1979	Jonathan Demme	Thriller	Romance	Mystery	6
The Duellists (1977)	1977	Ridley Scott	War	Drama	None	8
Graveyard Shift (1990)	1990	Ralph S. Singleton	Horror	None	None	5
In Your Eyes (2014)	2014	Brin Hill	Sci-Fi	Romance	None	7
Night of the Ghouls (1959)	1959	Edward D. Wood Jr.	Horror	None	None	4
The Book of Life (1998)	1998	Hal Hartley	Fantasy	Comedy	None	7
Roswell (1994) (TV)	1994	Jeremy Kagan	Sci-Fi	Mystery	Drama	6
Half-Life 2: Episode Two (2007) (VG)	2007	David Speyrer	Sci-Fi	Action	None	9
First Sunday (2008)	2008	David E. Talbert	Drama	Crime	Comedy	4
Ayitha Ezhuthu (2004)	2004	Mani Ratnam	Thriller	Drama	None	8
Girls Against Boys (2012)	2012	Austin Chick	Thriller	Horror	Drama	5
Hell and Back Again (2011)	2011	Danfung Dennis	History	Action	Documentary	6
Highway to Hell (1991)	1991	Ate de Jong	Fantasy	Comedy	Adventure	6
Needle (2010)	2010	John V. Soto	Thriller	Mystery	Horror	5
Cinema Verite (2011) (TV)	2011	Shari Springer Berman	Drama	None	None	6
Millions (2004)	2004	Danny Boyle	Drama	Crime	Comedy	7
The Burning Bed (1984) (TV)	1984	Robert Greenwald	Drama	Crime	None	7
I Capture the Castle (2003)	2003	Tim Fywell	Romance	Drama	None	7
The Hurricane (1999)	1999	Norman Jewison	Sport	Drama	Biography	8
Desk Set (1957)	1957	Walter Lang	Romance	Comedy	None	7
Definitely, Maybe (2008)	2008	Adam Brooks	Romance	Drama	Comedy	7
The House on Carroll Street (1988)	1988	Peter Yates	Thriller	Drama	None	6
Like Dandelion Dust (2009)	2009	Jon Gunn	Drama	None	None	7
Flesh and Bone (1993)	1993	Steve Kloves	Romance	Mystery	Drama	6
The Runaways (2010)	2010	Floria Sigismondi	Music	Drama	Biography	7
Ace in the Hole (1951)	1951	Billy Wilder	Film-Noir	Drama	None	8
The Boondock Saints (1999)	1999	Troy Duffy	Thriller	Crime	Action	8
Tarzan, the Ape Man (1981)	1981	John Derek	Romance	Drama	Adventure	3
Casablanca (1942)	1942	Michael Curtiz	War	Romance	Drama	9
Hilary and Jackie (1998)	1998	Anand Tucker	Music	Drama	Biography	7
Firewalker (1986)	1986	J. Lee Thompson	Comedy	Adventure	Action	5
Panther (1995/I)	1995	Mario Van Peebles	Drama	None	None	6
Ju-on (2002)	2002	Takashi Shimizu	Horror	None	None	7
Pranchiyettan and the Saint (2010)	2010	Renjith	Drama	Comedy	None	8
The Suite Life Movie (2011) (TV)	2011	Sean McNamara	Crime	Comedy	Adventure	6
The Greatest Show on Earth (1952)	1952	Cecil B. DeMille	Romance	Family	Drama	7
Musallat (2007)	2007	Alper Mestçi	Thriller	Horror	Crime	6
Double Dragon (1994)	1994	James Yukich	Comedy	Adventure	Action	4
The Young Poisoner's Handbook (1995)	1995	Benjamin Ross	Drama	Crime	None	7
Annie Hall (1977)	1977	Woody Allen	Romance	Comedy	None	8
The Lincoln Lawyer (2011)	2011	Brad Furman	Thriller	Drama	Crime	7
Judge Dredd (1995)	1995	Danny Cannon	Sci-Fi	Crime	Action	5
Rapid Fire (1992)	1992	Dwight H. Little	Drama	Crime	Action	6
Dirty Dancing: Havana Nights (2004)	2004	Guy Ferland	Drama	Romance	None	6
The Remaining (2014/I)	2014	Casey La Scala	Thriller	Horror	None	4
The Count of Monte Cristo (2002)	2002	Kevin Reynolds	Drama	Adventure	Action	8
The Stratton Story (1949)	1949	Sam Wood	Romance	Drama	Biography	7
Rudolph's Shiny New Year (1976) (TV)	1976	Jules Bass	Fantasy	Family	Animation	7
Living Hell (2008) (TV)	2008	Richard Jefferies	Mystery	Horror	Action	5
Washington Square (1997)	1997	Agnieszka Holland	Romance	Drama	None	7
Like It Is (1998)	1998	Paul Oremland	Drama	None	None	7
Mazes and Monsters (1982) (TV)	1982	Steven Hilliard Stern	Fantasy	Drama	None	4
Max Payne (2001) (VG)	2001	Navid Khonsari	Drama	Crime	Action	9
Brassed Off (1996)	1996	Mark Herman	Romance	Drama	Comedy	7
Barricade (2012)	2012	Andrew Currie	Thriller	Mystery	Horror	4
Silent Hill 3 (2003) (VG)	2003	Kazuhide Nakazawa	Mystery	Horror	Drama	9
The Ten Commandments (1956)	1956	Cecil B. DeMille	Drama	Biography	Adventure	8
Horns (2013)	2013	Alexandre Aja	Horror	Fantasy	Drama	6
Rolling Thunder (1977)	1977	John Flynn	Crime	Drama	Action	7
Swordfish (2001)	2001	Dominic Sena	Thriller	Crime	Action	6
Code of Silence (1985)	1985	Andrew Davis	Drama	Crime	Action	6
The Human Centipede III (Final Sequence) (2015)	2015	Tom Six	Horror	None	None	3
The Stone Roses: Made of Stone (2013)	2013	Shane Meadows	Music	Documentary	None	7
Pain & Gain (2013)	2013	Michael Bay	Drama	Crime	Comedy	6
Will Penny (1967)	1967	Tom Gries	Western	Romance	None	7
Kiss Me Kate (1953)	1953	George Sidney	Romance	Musical	Comedy	7
The Greatest Movie Ever Sold (2011)	2011	Morgan Spurlock	Comedy	Documentary	None	7
D.E.B.S. (2004)	2004	Angela Robinson	Romance	Comedy	Action	5
Snow Angels (2007/I)	2007	David Gordon Green	Romance	Drama	None	7
Johnny Tsunami (1999) (TV)	1999	Steve Boyum	Sport	Family	Drama	6
Going My Way (1944)	1944	Leo McCarey	Music	Drama	Comedy	7
The Room (2003)	2003	Tommy Wiseau	Drama	None	None	4
Alpha House (2014) (V)	2014	Jacob Cooney	Comedy	None	None	4
An Innocent Man (1989)	1989	Peter Yates	Drama	Crime	Action	6
Dracula 3D (2012)	2012	Dario Argento	Thriller	Romance	Horror	4
Mockingbird Lane (2012) (TV)	2012	Bryan Singer	Fantasy	Drama	Comedy	8
Cronos (1993)	1993	Guillermo del Toro	Horror	None	None	7
Unbreakable (2000)	2000	M. Night Shyamalan	Sci-Fi	Mystery	Drama	7
The Doors (1991)	1991	Oliver Stone	Music	Drama	Biography	7
On the Waterfront (1954)	1954	Elia Kazan	Romance	Drama	Crime	8
Vigilante (1983)	1983	William Lustig	Thriller	Crime	Action	7
Nerve (2016)	2016	Henry Joost	Mystery	Crime	Adventure	7
Hysterical Blindness (2002) (TV)	2002	Mira Nair	Drama	None	None	6
Bring It On: Fight to the Finish (2009) (V)	2009	Bille Woodruff	Sport	Comedy	None	5
Pitch Perfect 2 (2015)	2015	Elizabeth Banks	Music	Comedy	None	6
Ouija (2014/II)	2014	Stiles White	Horror	Fantasy	None	4
Dr. Jekyll and Ms. Hyde (1995)	1995	David Price	Romance	Comedy	None	4
San Andreas Quake (2015) (V)	2015	John Baumgartner	Sci-Fi	Action	None	2
Cinderella (1965) (TV)	1965	Charles S. Dubin	Romance	Fantasy	Musical	8
La teta y la luna (1994)	1994	Bigas Luna	Romance	Comedy	None	6
Whacked! (2002)	2002	James Bruce	Comedy	Action	None	7
Tim (1979)	1979	Michael Pate	Romance	Drama	None	6
Dark Shadows (2012)	2012	Tim Burton	Horror	Fantasy	Comedy	6
De-Lovely (2004)	2004	Irwin Winkler	Music	Drama	Biography	7
Child's Play 2 (1990)	1990	John Lafia	Horror	Fantasy	None	6
God Bless America (2011)	2011	Bobcat Goldthwait	Crime	Comedy	None	7
Notte prima degli esami (2006)	2006	Fausto Brizzi	Comedy	None	None	6
The Zohar Secret (2016)	2016	Vladek Zankovsky	Sci-Fi	Drama	Comedy	7
Program (2003)	2003	Yoshiaki Kawajiri	Action	Short	Animation	7
Love Is a Many-Splendored Thing (1955)	1955	Henry King	Romance	Drama	Biography	7
Bad Company (1972)	1972	Robert Benton	Western	Drama	None	7
Good Boy! (2003)	2003	John Hoffman	Family	Drama	Comedy	5
The Experts (1989)	1989	Dave Thomas	Comedy	None	None	5
Girl in Progress (2012)	2012	Patricia Riggen	Drama	Comedy	None	6
Mean Machine (2001)	2001	Barry Skolnick	Sport	Drama	Comedy	6
Johnny English Reborn (2011)	2011	Oliver Parker	Comedy	Adventure	Action	6
Blame It on Rio (1984)	1984	Stanley Donen	Romance	Comedy	None	6
Waterloo (1970/I)	1970	Sergey Bondarchuk	History	Drama	Action	7
The Six Wives of Henry Lefay (2009)	2009	Howard Michael Gould	Comedy	None	None	5
The Whole Wide World (1996)	1996	Dan Ireland	Romance	Drama	Biography	7
A Kid in King Arthur's Court (1995)	1995	Michael Gottlieb	Family	Comedy	Adventure	5
Man of the House (2005/I)	2005	Stephen Herek	Comedy	Action	None	5
The Thirteenth Floor (1999)	1999	Josef Rusnak	Thriller	Sci-Fi	Mystery	7
Enemy of the State (1998)	1998	Tony Scott	Drama	Crime	Action	7
Enter the Void (2009)	2009	Gaspar Noé	Fantasy	Drama	None	7
Alvin and the Chipmunks: Chipwrecked (2011)	2011	Mike Mitchell	Comedy	Adventure	Animation	4
It Happened One Night (1934)	1934	Frank Capra	Romance	Comedy	None	8
Terminator 3: Rise of the Machines (2003)	2003	Jonathan Mostow	Sci-Fi	Adventure	Action	6
Pokkiri (2007)	2007	Prabhudheva	Crime	Comedy	Action	7
From the Terrace (1960)	1960	Mark Robson	Romance	Drama	None	7
Silent House (2011)	2011	Chris Kentis	Mystery	Horror	Drama	5
White Chicks (2004)	2004	Keenen Ivory Wayans	Crime	Comedy	None	5
The War of the Worlds (1953)	1953	Byron Haskin	Thriller	Sci-Fi	Action	7
Awarapan (2007)	2007	Mohit Suri	Drama	Crime	Action	7
Grand Theft Auto IV: The Lost and Damned (2009) (VG)	2009	Rod Edge	Crime	Comedy	Action	8
Far North (2007)	2007	Asif Kapadia	Romance	Drama	Crime	6
Strul (1988)	1988	Jonas Frick	Comedy	Action	None	6
Melody Time (1948)	1948	Clyde Geronimi	Music	Family	Animation	6
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo (2013)	2013	Craig Moss	Comedy	None	None	3
Heaven's Burning (1997)	1997	Craig Lahiff	Drama	Crime	Action	6
